서울특별시,9762546
부산광역시,3512547
대구광역시,2456016
인천광역시,2517680
광주광역시,1413644
대전광역시,1438551
울산광역시,1044934
경기도,10341006
강원도,1460770
충청북도,1453872
충청남도,1879417
전라북도,1778879
전라남도,1815174
경상북도,2594719
경상남도,3040993
제주도,530686
